State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Chhattisgarh,Bilaspur,2001,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Arhar/Tur,4351.0,2007.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Castor seed,21.0,6.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Groundnut,3221.0,2951.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Horse-gram,1049.0,262.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Jowar,465.0,428.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Maize,4578.0,5483.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Mesta,1.0,2.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Moong(Green Gram),98.0,18.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Niger seed,678.0,100.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Other Kharif pulses,245.0,98.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Rice,316368.0,212099.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Sesamum,767.0,171.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Small millets,7283.0,1224.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Soyabean,355.0,218.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Sunflower,15.0,5.0
Chhattisgarh,Bilaspur,2002,Kharif     ,Urad,2152.0,411.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Barley,8.0,3.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Gram,18095.0,12052.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Horse-gram,14.0,4.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Khesari,64033.0,38655.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Linseed,3398.0,968.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Masoor,1014.0,291.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Moong(Green Gram),234.0,53.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Other  Rabi pulses,103.0,38.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Peas & beans (Pulses),727.0,232.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Rapeseed &Mustard,2535.0,643.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Safflower,20.0,4.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Urad,720.0,151.0
Chhattisgarh,Bilaspur,2002,Rabi       ,Wheat,10820.0,11319.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Banana,7.0,203.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Coriander,549.0,137.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Dry chillies,645.0,496.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Dry ginger,43.0,46.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Garlic,54.0,173.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Onion,209.0,1848.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Papaya,5.0,163.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Potato,407.0,2937.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Sannhamp,108.0,25.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Sugarcane,190.0,575.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Sweet potato,211.0,1234.0
Chhattisgarh,Bilaspur,2002,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Arhar/Tur,4263.0,2687.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Castor seed,15.0,4.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Groundnut,2918.0,3089.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Horse-gram,1106.0,318.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Jowar,444.0,412.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Maize,4406.0,5456.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Mesta,23.0,49.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Moong(Green Gram),119.0,26.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Niger seed,717.0,179.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Other Kharif pulses,227.0,105.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Rice,320204.0,505972.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Sesamum,761.0,203.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Small millets,7093.0,2206.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Soyabean,525.0,525.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Sunflower,17.0,7.0
Chhattisgarh,Bilaspur,2003,Kharif     ,Urad,2138.0,493.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Barley,12.0,10.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Gram,21450.0,19667.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Horse-gram,18.0,6.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Khesari,83557.0,62089.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Linseed,4283.0,1273.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Masoor,1014.0,325.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Moong(Green Gram),20.0,5.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Other  Rabi pulses,111.0,46.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Peas & beans (Pulses),898.0,313.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Rapeseed &Mustard,2415.0,830.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Safflower,116.0,24.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Urad,228.0,53.0
Chhattisgarh,Bilaspur,2003,Rabi       ,Wheat,13290.0,14065.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Banana,2.0,68.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Coriander,615.0,153.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Dry chillies,814.0,443.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Dry ginger,42.0,50.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Garlic,59.0,183.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Onion,89.0,887.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Papaya,6.0,206.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Potato,431.0,2156.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Sannhamp,121.0,35.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Sugarcane,171.0,535.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Sweet potato,232.0,1432.0
Chhattisgarh,Bilaspur,2003,Whole Year ,Turmeric,2.0,1.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Arhar/Tur,3867.0,2088.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Castor seed,11.0,3.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Groundnut,2787.0,3205.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Horse-gram,1013.0,274.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Jowar,423.0,259.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Maize,4210.0,5549.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Mesta,170.0,302.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Moong(Green Gram),107.0,22.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Niger seed,585.0,102.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Other Kharif pulses,267.0,119.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Rice,321626.0,433960.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Sesamum,990.0,261.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Small millets,6416.0,1641.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Soyabean,851.0,897.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Sunflower,22.0,10.0
Chhattisgarh,Bilaspur,2004,Kharif     ,Urad,2228.0,451.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Gram,22414.0,12780.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Khesari,78084.0,45005.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Linseed,4094.0,906.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Masoor,1186.0,328.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Moong(Green Gram),39.0,7.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Other  Rabi pulses,275.0,52.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Peas & beans (Pulses),947.0,285.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Rapeseed &Mustard,2503.0,791.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Safflower,102.0,19.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Urad,212.0,2.0
Chhattisgarh,Bilaspur,2004,Rabi       ,Wheat,12903.0,10878.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Banana,3.0,102.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Coriander,657.0,170.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Dry chillies,676.0,336.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Dry ginger,48.0,50.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Garlic,54.0,164.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Onion,176.0,1278.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Potato,529.0,3218.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Sannhamp,111.0,32.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Sugarcane,347.0,1087.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Sweet potato,241.0,1540.0
Chhattisgarh,Bilaspur,2004,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Arhar/Tur,4262.0,2045.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Castor seed,19.0,5.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Groundnut,1928.0,2052.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Horse-gram,1035.0,314.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Jowar,417.0,341.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Maize,4082.0,4741.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Mesta,22.0,47.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Moong(Green Gram),116.0,27.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Niger seed,666.0,163.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Other Kharif pulses,289.0,129.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Rice,322411.0,515483.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Sesamum,735.0,198.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Small millets,6171.0,1392.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Soyabean,1034.0,1088.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Sunflower,23.0,9.0
Chhattisgarh,Bilaspur,2005,Kharif     ,Urad,1912.0,433.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Barley,11.0,9.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Gram,22781.0,15583.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Horse-gram,25.0,7.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Khesari,80259.0,42707.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Linseed,4113.0,943.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Masoor,1240.0,376.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Moong(Green Gram),29.0,6.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Other  Rabi pulses,214.0,54.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Peas & beans (Pulses),979.0,336.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Rapeseed &Mustard,2568.0,745.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Safflower,103.0,22.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Urad,216.0,48.0
Chhattisgarh,Bilaspur,2005,Rabi       ,Wheat,12373.0,11133.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Banana,6.0,240.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Coriander,580.0,150.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Dry chillies,739.0,174.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Dry ginger,44.0,46.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Garlic,57.0,184.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Onion,47.0,295.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Potato,476.0,2181.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Sannhamp,101.0,33.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Sugarcane,223.0,687.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Sweet potato,243.0,1580.0
Chhattisgarh,Bilaspur,2005,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Arhar/Tur,3856.0,1724.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Castor seed,3.0,1.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Groundnut,2641.0,2923.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Horse-gram,1178.0,376.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Jowar,348.0,299.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Maize,3877.0,4606.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Moong(Green Gram),91.0,21.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Niger seed,594.0,149.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Other Kharif pulses,318.0,146.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Potato,3.0,11.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Rice,324475.0,462644.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Sesamum,662.0,177.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Small millets,5226.0,1344.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Soyabean,1813.0,2326.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Sunflower,21.0,9.0
Chhattisgarh,Bilaspur,2006,Kharif     ,Urad,1783.0,397.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Barley,9.0,11.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Gram,21732.0,18655.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Horse-gram,24.0,7.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Jute,183.0,
Chhattisgarh,Bilaspur,2006,Rabi       ,Khesari,78024.0,49923.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Linseed,4042.0,996.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Masoor,1194.0,375.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Moong(Green Gram),26.0,6.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Other  Rabi pulses,333.0,39.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Peas & beans (Pulses),692.0,238.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Potato,439.0,1749.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Rapeseed &Mustard,2326.0,798.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Safflower,315.0,61.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Urad,195.0,45.0
Chhattisgarh,Bilaspur,2006,Rabi       ,Wheat,12078.0,12222.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Banana,2.0,68.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Coriander,505.0,131.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Dry chillies,722.0,235.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Dry ginger,56.0,67.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Garlic,57.0,200.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Onion,39.0,1774.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Sannhamp,184.0,59.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Sugarcane,253.0,779.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Sweet potato,262.0,1703.0
Chhattisgarh,Bilaspur,2006,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Arhar/Tur,3918.0,2312.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Castor seed,7.0,2.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Groundnut,2210.0,2861.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Horse-gram,937.0,305.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Jowar,519.0,461.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Maize,3810.0,5147.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Mesta,8.0,16.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Moong(Green Gram),87.0,20.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Niger seed,576.0,142.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Other Kharif pulses,313.0,135.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Potato,2.0,9.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Rice,325134.0,469491.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Sesamum,737.0,210.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Small millets,4842.0,1526.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Soyabean,2102.0,2979.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Sunflower,52.0,23.0
Chhattisgarh,Bilaspur,2007,Kharif     ,Urad,1757.0,405.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Barley,9.0,11.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Gram,22426.0,19781.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Horse-gram,21.0,7.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Khesari,79529.0,57030.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Linseed,3728.0,1125.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Masoor,1168.0,368.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Moong(Green Gram),15.0,4.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Other  Rabi pulses,288.0,5.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Peas & beans (Pulses),825.0,284.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Potato,536.0,2489.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Rapeseed &Mustard,2272.0,865.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Safflower,50.0,11.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Urad,183.0,42.0
Chhattisgarh,Bilaspur,2007,Rabi       ,Wheat,12337.0,13521.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Banana,6.0,204.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Coriander,566.0,144.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Dry chillies,656.0,391.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Dry ginger,53.0,60.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Garlic,55.0,184.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Onion,115.0,600.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Sannhamp,104.0,34.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Sugarcane,352.0,1121.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Sweet potato,230.0,1495.0
Chhattisgarh,Bilaspur,2007,Whole Year ,Turmeric,2.0,2.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Arhar/Tur,3751.0,2203.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Castor seed,1.0,
Chhattisgarh,Bilaspur,2008,Kharif     ,Groundnut,1876.0,2416.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Horse-gram,1097.0,327.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Jowar,360.0,447.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Maize,3651.0,4597.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Mesta,8.0,16.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Moong(Green Gram),90.0,20.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Niger seed,582.0,143.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Other Kharif pulses,321.0,146.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Rice,323407.0,447099.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Sesamum,697.0,183.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Small millets,4279.0,1099.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Soyabean,2533.0,3322.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Sunflower,54.0,24.0
Chhattisgarh,Bilaspur,2008,Kharif     ,Urad,1773.0,402.0
Chhattisgarh,Bilaspur,2008,Rabi       ,Barley,2.0,2.0
Chhattisgarh,Bilaspur,2008,Rabi       ,Gram,22206.0,17944.0
Chhattisgarh,Bilaspur,2008,Rabi       ,Khesari,80624.0,25449.0
Chhattisgarh,Bilaspur,2008,Rabi       ,Linseed,3586.0,981.0
Chhattisgarh,Bilaspur,2008,Rabi       ,Masoor,1130.0,356.0
